Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude
101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.2141990662,-105.672996521
143,Timmins/Victor M. Power,Timmins,Canada,YTS,CYTS,48.5696983337,-81.376701355
317,Flugplatz Bautzen,Bautzen,Germany,\N,EDAB,51.193611,14.519722
365,Flugplatz Dahlemer Binz,Dahlemer Binz,Germany,\N,EDKV,50.405555725,6.5288891792
484,RNAS Culdrose,Culdrose,United Kingdom,\N,EGDR,50.08610153198242,-5.255710124969482
485,MoD St. Athan,St. Athan,United Kingdom,\N,EGDX,51.4048,-3.43575
486,RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.0093994140625,-2.638819932937622
626,Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,\N,EKVH,56.846901,9.45861
644,Oslo Lufthavn,Oslo,Norway,OSL,ENGM,60.121,11.0502
766,Flugplatz Kitzingen,Kitzingen,Germany,KZG,ETIN,49.743099,10.2006
788,Neuburg AFB,Neuburg,Germany,\N,ETSN,48.710999,11.2115
1372,Abbeville,Abbeville,France,XAB,LFOI,50.143501,1.831891
1620,Braga Municipal Aerodrome,Braga,Portugal,BGZ,LPBR,41.5871009827,-8.445139884949999
1621,Aerodromo Municipal de Coimbra,Coimba,Portugal,\N,LPCO,40.158758,-8.470815
1778,Boscobel Aerodrome,Ocho Rios,Jamaica,OCJ,MKBS,18.404199600219727,-76.96900177001953
1907,Leeward Point Field,Guantanamo,Cuba,NBW,MUGM,19.906499862671,-75.207099914551
2016,Hastings Aerodrome,Hastings,New Zealand,\N,NZHS,-39.646702,176.766998
2038,Williams Field,Weydon,Antarctica,\N,NZWD,-77.86740112304688,167.0570068359375
2175,King Hussein Air College,Mafraq,Jordan,OMF,OJMF,32.3564,36.259201
2253,Henderson Field,Midway,Midway Islands,MDY,PMDY,28.20170021057129,-177.38099670410156
2442,Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,SABE,-34.5592,-58.4156
2765,Capitán Av. Salvador Ogaya G. airport,Puerto Suarez,Bolivia,PSZ,SLPS,-18.975301,-57.820599
2826,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",Ciudad Bolivar,Venezuela,CBL,SVCB,8.12216091156,-63.5369567871
2881,Pointe-à-Pitre Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,TFFR,16.265301,-61.531799
3425,Laurence G Hanscom Field,Bedford,United States,BED,KBED,42.47000122,-71.28900146
3438,Merrill Field,Anchorage,United States,MRI,PAMR,61.2135009765625,-149.843994140625
3446,Ernest A. Love Field,Prescott,United States,PRC,KPRC,34.65449905,-112.4199982
3459,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.13990020751953,-89.3375015258789
3481,Pope Field,Fort Bragg,United States,POB,KPOB,35.1708984375,-79.014503479004
3495,Boise Air Terminal/Gowen Field,Boise,United States,BOI,KBOI,43.5644,-116.223
3502,Dallas Love Field,Dallas,United States,DAL,KDAL,32.847099,-96.851799
3507,Hurlburt Field,Mary Esther,United States,\N,KHRT,30.42779922485352,-86.68930053710938
3546,Massena International Richards Field,Massena,United States,MSS,KMSS,44.93579864501953,-74.84559631347656
3549,Page Field,Fort Myers,United States,FMY,KFMY,26.58659935,-81.86329650879999
3558,Meadows Field,Bakersfield,United States,BFL,KBFL,35.43360138,-119.0569992
3578,Lovell Field,Chattanooga,United States,CHA,KCHA,35.035301208496094,-85.20379638671875
3597,Cavern City Air Terminal,Carlsbad,United States,CNM,KCNM,32.337501525878906,-104.26300048828124
3600,Bowman Field,Louisville,United States,LOU,KLOU,38.2280006409,-85.6636962891
3616,Scappoose Industrial Airpark,San Luis,United States,\N,KSPB,45.77099990844727,-122.86199951171876
3631,Coulter Field,Bryan,United States,CFD,KCFD,30.7157001495,-96.3313980103
3656,Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,\N,KNKT,34.90090179,-76.88069916
3658,Augusta Regional At Bush Field,Bush Field,United States,AGS,KAGS,33.36989974975586,-81.9645004272461
3665,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,TBN,KTBN,37.74160004,-92.14070129
3696,South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,KELD,33.22100067138672,-92.81330108642578
3708,San Angelo Regional Mathis Field,San Angelo,United States,SJT,KSJT,31.35770034790039,-100.49600219726562
3715,Easterwood Field,College Station,United States,CLL,KCLL,30.58860016,-96.36380005
3716,Felts Field,Spokane,United States,SFF,KSFF,47.682800292969,-117.32299804688
3753,Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,KSUX,42.40259933,-96.38439941
3760,Drake Field,Fayetteville,United States,FYV,KFYV,36.00510025024414,-94.17009735107422
3768,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,NBG,KNBG,29.82530022,-90.03500366
3770,Texarkana Regional Webb Field,Texarkana,United States,TXK,KTXK,33.45370101928711,-93.99099731445312
3779,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,EKN,KEKN,38.88940048,-79.85710144
3804,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,KCYS,41.15570068,-104.8119965
3816,Modesto City Co-Harry Sham Field,Modesto,United States,MOD,KMOD,37.62580109,-120.9540024
3827,Norfolk Naval Station (Chambers Field),Norfolk,United States,NGU,KNGU,36.937599,-76.289299
3833,Quantico MCAF /Turner field,Quantico,United States,\N,KNYG,38.50170135,-77.30529785
3865,Valdez Pioneer Field,Valdez,United States,VDZ,PAVD,61.13389969,-146.2480011
3874,Craig Field,Selma,United States,SEM,KSEM,32.343898773193,-86.987800598145
4014,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736
4019,Albuquerque International Sunport,Albuquerque,United States,ABQ,KABQ,35.040199,-106.609001
4020,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.1529999
4099,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12459945678711,-123.21199798583984
4103,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.2541008,-121.1500015
4104,Picton Aerodrome,Picton,New Zealand,PCN,NZPN,-41.346099853516,173.95599365234
4113,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.637199401855,-86.775100708008
4129,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736
4276,Erie International Tom Ridge Field,Erie,United States,ERI,KERI,42.0831270134,-80.1738667488
4278,Barnstable Municipal Boardman Polando Field,Barnstable,United States,HYA,KHYA,41.66930008,-70.28040314
4284,Morgantown Municipal Walter L. Bill Hart Field,Morgantown,United States,MGW,KMGW,39.64289856,-79.91629791
4335,Key Field,Meridian,United States,MEI,KMEI,32.33259963989258,-88.75189971923828
4383,Smith Field,Fort Wayne IN,United States,SMD,KSMD,41.14339828,-85.15280151
5456,Whistler/Green Lake Water Aerodrome,Whistler,Canada,YWS,CAE5,50.1436004639,-122.948997498
5500,Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,CYHC,49.2943992615,-123.111000061
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,34.9911994934082,-78.88030242919922
5741,Memorial Field,Hot Springs,United States,HOT,KHOT,34.47800064086914,-93.09619903564452
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,38.36669922,-82.55799866
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,37.326698303222656,-79.20040130615234
5755,Frank Wiley Field,Miles City,United States,MLS,KMLS,46.428001403808594,-105.88600158691406
5764,Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG,40.37850189208984,-75.96520233154297
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,34.89889908,-120.4570007
5774,Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,39.94269943,-91.19460297
5779,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,46.56819916,-120.5439987
6421,Inishmore Aerodrome,Inis Mor,Ireland,IOR,EIIM,53.1067008972168,-9.653610229492188
6511,Tekapo Aerodrome,Lake Tekapo,New Zealand,\N,NZTL,-44.0052986145,170.444000244
6736,Port Clarence Coast Guard Station,Port Clarence,United States,KPC,PAPC,65.2537002563,-166.85899353
6739,Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,KHGR,39.707901,-77.72949982
6773,Buffalo Spring,Samburu South,Kenya,UAS,HKSB,0.530583,37.534195
6826,Burnet Municipal Kate Craddock Field,Bamburi,Kenya,\N,KBMQ,30.73889923095703,-98.23860168457033
6830,Flugplatz Finsterwalde/Heinrichsruh,Finsterwalde,Germany,\N,EDAS,51.634445,13.675556
6834,Great Barrier Aerodrome,Claris,New Zealand,GBZ,NZGB,-36.24140167236328,175.4720001220703
6871,Delaware County Johnson Field,Muncie,United States,MIE,KMIE,40.2422981262207,-85.3958969116211
6948,NAS Fort Worth JRB/Carswell Field,Dallas,United States,FWH,KNFW,32.76919937,-97.4414978
6951,Jan Mayensfield,Jan Mayen,Norway,\N,ENJA,70.9441166,-8.6520736
6995,Deland Municipal Sidney H Taylor Field,DeLand,United States,\N,KDED,29.06699944,-81.28379822
6996,Haller Airpark,Green Cove Springs,United States,\N,7FL4,29.904057,-81.68515
7001,Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,KASE,39.22320175,-106.8690033
7009,Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,KERV,29.9766998291,-99.0857009888
7017,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,KGPZ,47.21110153,-93.50980377
7020,Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,KARV,45.92789841,-89.73090363
7030,Inisheer Aerodrome,Inisheer,Ireland,INQ,EIIR,53.064701080322266,-9.510899543762209
7048,Volk Field,Camp Douglas,United States,VOK,KVOK,43.938999176025,-90.253402709961
7053,Zamperini Field,Torrance,United States,TOA,KTOA,33.803398132324,-118.33999633789
7073,San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,KALS,37.434898,-105.866997
7074,Canyonlands Field,Moab,United States,CNY,KCNY,38.75500107,-109.7549973
7122,Merced Regional Macready Field,Merced,United States,MCE,KMCE,37.28469849,-120.5139999
7291,Corn Island,Corn Island,Nicaragua,RNI,MNCI,12.1628999710083,-83.06379699707031
7294,Siuna,Siuna,Nicaragua,SIU,MNSI,13.727222442626951,-84.77777862548828
7296,San Carlos,San Carlos,Nicaragua,NCR,MNSC,11.133399963378906,-84.7699966430664
7468,Inishmaan Aerodrome,Inishmaan,Ireland,IIA,EIMN,53.09299850463867,-9.568059921264648
7517,Ryan's Creek Aerodrome,Stewart Island,New Zealand,SZS,NZRC,-46.8997,168.100998
7522,Kinston Regional Jetport At Stallings Field,Kinston,United States,ISO,KISO,35.331401825,-77.60880279540001
7578,Wilkins Runway,Budd Coast,Antarctica,\N,YWKS,-66.690833,111.523611
7580,Steamboat Springs Bob Adams Field,Steamboat Springs,United States,SBS,KSBS,40.5163002,-106.8659973
7583,Carbon County Regional/Buck Davis Field,Price,United States,PUC,KPUC,39.61389923,-110.7509995
7615,Afutara Aerodrome,Afutara,Solomon Islands,AFT,AGAF,-9.19138888889,160.948611111
7620,Batuna Aerodrome,Batuna,Solomon Islands,BPF,AGBT,-8.56202777778,158.119305556
7653,Shively Field,SARATOGA,United States,SAA,KSAA,41.444901,-106.823997
7656,Witham Field,Stuart,United States,SUA,KSUA,27.18169975,-80.22109985
7685,Lotnisko Korne,Koszalin,Poland,\N,EPKO,54.129583,17.844972
7693,Gillespie Field,El Cajon,United States,SEE,KSEE,32.826198577881,-116.97200012207
7694,San Clemente Island Naval Auxiliary Landing Field,San Clemente Island,United States,\N,KNUC,33.02270126,-118.5879974
7712,Cobb County-Mc Collum Field,Atlanta,United States,\N,KRYY,34.01319885,-84.59860229
7716,Dell Flight Strip,Dell,United States,\N,K4U9,44.7356987,-112.720001221
7717,Mission Field,Livingston-Montana,United States,LVM,KLVM,45.6994018555,-110.447998047
7775,Carl R Keller Field,Port Clinton,United States,\N,KPCW,41.516300201416016,-82.86869812011719
7780,Burlington Executive,Burlington,Canada,\N,CZBA,43.4414531515,-79.850102663
7787,Engels heliport,Ebenhofen,Germany,\N,EBEN,51.21166610717773,4.580832958221436
7804,Wycombe Air Park,Wycombe,United Kingdom,HYC,EGTB,51.6116981506,-0.8083329796790001
7810,Westkapelle heliport,Knokke,Belgium,\N,EBKW,51.32222366333,3.2930560112
7831,Hunt Field,Lindau,Germany,LND,KLND,42.8152008057,-108.730003357
7847,Gwinnett County Briscoe Field,Lawrenceville,United States,LZU,KLZU,33.97809982,-83.96240234
7870,Easton Newnam Field,Easton,United States,ESN,KESN,38.8041992188,-76.06900024410001
7880,Halliburton Field,Duncan,United States,DUC,KDUC,34.47090149,-97.9598999
7885,Garner Field,Uvalde,United States,UVA,KUVA,29.2112998962,-99.743598938
7888,Buchanan Field,Concord,United States,CCR,KCCR,37.9897003174,-122.056999207
7907,Ohio University Snyder Field,Athens,United States,ATO,KUNI,39.2109985352,-82.23139953610001
7947,McMurdo Station Ice Runway,Ross Island,Antarctica,\N,NZIR,-77.85399627685547,166.468994140625
7978,Wilmington Airpark,Wilmington,United States,ILN,KILN,39.427898407,-83.792098999
8080,Méribel Altiport,Ajaccio,France,MFX,LFKX,45.407003,6.577942
8088,Flugplatz Ballenstedt,Ballenstedt,Germany,\N,EDCB,51.745834,11.229722
8089,Flugplatz Hartenholm,Hasenmoor,Germany,\N,EDHM,53.915001,10.035556
8143,Montgomery County Airpark,Gaithersburg,United States,GAI,KGAI,39.1683006287,-77.1660003662
8189,Como (Idroscalo - Water Ad) Hidroport,Como,Italy,\N,LILY,45.814701,9.06972
8215,Decatur County Industrial Air Park,Bainbridge,United States,BGE,KBGE,30.9715004,-84.63739777
8276,Taunton Municipal King Field,Taunton,United States,\N,KTAN,41.8744010925293,-71.0166015625
8285,Marshfield Municipal George Harlow Field,Marshfield,United States,\N,KGHG,42.09830093383789,-70.67220306396484
8287,Boire Field,Nashua,United States,ASH,KASH,42.7817001343,-71.51480102539999
8298,Plantation Airpark,Sylvania,United States,\N,KJYL,32.645301818847656,-81.59709930419922
8300,West Georgia Regional O V Gray Field,Carrollton,United States,\N,KCTJ,33.63100051879883,-85.1520004272461
8306,Peachtree City Falcon Field,Atlanta,United States,\N,KFFC,33.3572998046875,-84.5718002319336
8312,Harry Clever Field,New Philadelpha,United States,PHD,KPHD,40.470901489258,-81.419700622559
8318,Daniel Field,Augusta,United States,DNL,KDNL,33.4664993286,-82.0393981934
8320,Pike County-Hatcher Field,Pikeville,United States,PVL,KPBX,37.5617981,-82.56639862
8323,Compton Abbas Aerodrome,Shaftesbury,United Kingdom,\N,EGHA,50.96720123291016,-2.1536099910736084
8379,Pompano Beach Airpark,Pompano Beach,United States,PPM,KPMP,26.247100830078,-80.111099243164
8438,Terlet Glider Field,Arnhem,Netherlands,\N,EHTL,52.057201,5.92444
8467,Flugplatz Punitz,Punitz-Guessing,Austria,\N,LOGG,47.14653,16.316843
8499,Jackson County Reynolds Field,Jackson,United States,JXN,KJXN,42.2597999573,-84.45939636230001
8504,Wings Field,Philadelphia,United States,BBX,KLOM,40.1375007629,-75.2650985718
8516,Woodward Field,Camden,United States,CDN,KCDN,34.2835998535,-80.56490325930001
8559,Brooks Field,Marshall,United States,\N,KRMY,42.25120162963867,-84.95549774169922
8565,Clearwater Air Park,Clearwater,United States,CLW,KCLW,27.9766998291,-82.7586975098
8639,Bloyer Field,Tomah,United States,\N,KY72,43.97499847,-90.48349762
8681,St Paul Downtown Holman Field,St. Paul,United States,STP,KSTP,44.93450164794922,-93.05999755859376
8683,Newcastle Aerodrome,Newcastle,Ireland,\N,EINC,53.07109832763672,-6.0452799797058105
8698,Bantry Aerodrome,Bantry,Ireland,BYT,EIBN,51.66859817504883,-9.484169960021973
8782,Cooma Hospital Helipad,Yuzhno-Kurilsk,Russia,\N,YXCM,-36.242155,149.130147
8793,Hardwick Field,Cleveland,United States,HDI,KHDI,35.22010040283203,-84.8323974609375
8798,Brackett Field,La Verne,United States,POC,KPOC,34.091598510742,-117.78199768066
8808,Tom B. David Field,Calhoun,United States,\N,KCZL,34.45539856,-84.93920135
8813,Duxford Aerodrome,Duxford,United Kingdom,QFO,EGSU,52.090801,0.131944
8815,Sidney Municipal-Lloyd W Carr Field,Sidney,United States,SNY,KSNY,41.10129929,-102.9850006
8867,Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,\N,LKVM,49.926899,16.185801
8869,Falcon Field,Mesa,United States,MSC,KFFZ,33.4608001709,-111.727996826
8932,Rothera Research Station,Rothera Research Station,United Kingdom,\N,EGAR,-67.5675,-68.1274027778
8975,Redhill Aerodrome,Redhill,United Kingdom,KRH,EGKR,51.2136001587,-0.138611003757
8985,Enstone Aerodrome,Enstone,United Kingdom,\N,EGTN,51.9281666667,-1.4285
9075,Endelave Flyveplads,Endelage,Denmark,\N,EKEL,55.7565,10.2485
9124,McMurdo Station Pegasus Field,McMurdo Station,Antarctica,\N,NZPG,-77.9634017944336,166.52499389648438
9127,Fortescue - Dave Forrest Aerodrome,Cloudbreak,Australia,KFE,YFDF,-22.290754,119.437143
9138,Pinal Airpark,Marana,United States,MZJ,KMZJ,32.5106010437,-111.32800293
9162,Adamovka,Adamovka,Russia,\N,UWOD,51.5,59.936111
9163,Kvarkeno,Kvarkeno,Russia,\N,UWOH,52.078333,59.683333
9184,Lincoln Regional Karl Harder Field,Lincoln,United States,\N,KLHM,38.90919876098633,-121.35099792480467
9189,Coeur D'Alene - Pappy Boyington Field,Coeur d'Alene,United States,COE,KCOE,47.77429962,-116.8199997
9225,Andrau Airpark,Houston,United States,AAP,KAAP,29.7224998474,-95.5883026123
9243,Edenvale Aerodrome,Edenvale,Canada,\N,CNV8,44.441101,-79.962799
9245,Holland Landing Airpark,Holland Landing,Canada,\N,CLA4,44.08940124511719,-79.49500274658203
9380,Pellworm Field,Pellworm,Germany,\N,EDHP,54.5363883972,8.68000030518
9413,Mt Pleasant Regional-Faison field,Mount Pleasant,United States,\N,KLRO,32.89780045,-79.78289795
9415,Weedon Field,Eufala,United States,EUF,KEUF,31.9512996674,-85.1288986206
9547,Sanderson Field,Shelton,United States,SHN,KSHN,47.233600616455,-123.14800262451
9772,Warren Field,Washington,United States,OCW,KOCW,35.570499420166,-77.049797058105
9780,Strother Field,Winfield,United States,WLD,KWLD,37.168598175,-97.0375976562
9793,Lakeway Airpark,Lakeway,United States,\N,K3R9,30.357500076293945,-97.99449920654295
9795,Kestrel Airpark,San Antonio,United States,\N,K1T7,29.812700271606445,-98.42530059814452
9942,Henderson Field,Wallace,United States,\N,KACZ,34.717899322509766,-78.00360107421875
10062,Kee Field,Pineville,United States,\N,KI16,37.600399017333984,-81.5593032836914
10161,Shobdon Aerodrome,Shobdon,United Kingdom,\N,EGBS,52.2416992188,-2.88110995293
10186,N 104 Helipad,Ulleung,South Korea,\N,RKDU,37.4791666667,130.895555556
10746,Panshanger Aerodrome,Panshanger,United Kingdom,\N,EGLG,51.80250167849999,-0.158056005836
10748,Stapleford Aerodrome,Stapleford,United Kingdom,\N,EGSG,51.652500152600005,0.155833005905
10753,Haast Aerodrome,Haast,New Zealand,\N,NZHT,-43.86529922485352,169.04100036621094
10800,Dongji Aiport,Fuyuan,China,FYJ,ZYFY,48.199494,134.366447
11017,Ryan Field,Tucson,United States,\N,KRYN,32.1422004699707,-111.1750030517578
11022,Thomas C Russell Field,Alexander City,United States,ALX,KALX,32.914699554399995,-85.9629974365
11067,Ridgely Airpark,Ridgely,United States,\N,KRJD,38.97010040283203,-75.86630249023438
11070,Brewster Field,Holdredge,United States,HDE,KHDE,40.452099,-99.336502
11074,Jim Kelly Field,Lexington,United States,LXN,KLXN,40.7910003662,-99.7772979736
11095,Cox Field,Paris,United States,PRX,KPRX,33.636600494385,-95.450798034668
11129,Nordborg Flyveplads,Nordborg,Denmark,\N,EKNB,55.07485,9.753379
11288,Dewadaru - Kemujan Island,Karimunjawa,Indonesia,KWB,WARU,-5.80091,110.47838
11498,Alashankou Bole (Bortala) airport,Bole,China,BPL,ZWAX,44.895,82.3
11748,Centralia / James T. Field Memorial Aerodrome,Centralia,Canada,YCE,CYCE,43.285599,-81.508301
11771,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,Virden,Canada,\N,CYVD,49.8782997131,-100.917999268
11815,Chandler Field,Alexandria,United States,AXN,KAXN,45.8662986755,-95.3946990967
11817,Curtis Field,Brady,United States,BBD,KBBD,31.1793003082,-99.3238983154
11820,Miley Memorial Field,Big Piney,United States,BPI,KBPI,42.58509827,-110.1110001
11827,Crossville Memorial Whitson Field,Crossville,United States,CSV,KCSV,35.9513015747,-85.08499908450001
11833,Duke Field,Crestview,United States,EGI,KEGI,30.65040016,-86.52290344
11834,Murray Field,Eureka,United States,EKA,KEKA,40.8033981323,-124.112998962
11838,Monticello Municipal Ellis Field,Monticello,United States,\N,KLLQ,33.6385994,-91.75099945
11839,Derby Field,Lovelock,United States,LOL,KLOL,40.0663986206,-118.565002441
11845,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,NRB,KNRB,30.39109993,-81.42469788
11850,Ralph Wenz Field,Pinedale,United States,PWY,KPNA,42.79550171,-109.8069992
11863,Miller Field,Valentine,United States,VTN,KVTN,42.85779953,-100.5479965
11866,Cape Canaveral AFS Skid Strip,Cocoa Beach,United States,\N,KXMR,28.4675998688,-80.56659698490002
11933,Schroeder's field,Cochrane,Chile,\N,SCHR,35.071718,-91.738801
11979,Nagurskoye,Murmansk,Russia,\N,UODN,80.803207,47.663586
12469,Bolton Field,Columbus,United States,\N,KTZR,39.90119934082031,-83.13690185546875
12672,Marion County Brown Field,Jasper,United States,APT,KAPT,35.060699,-85.585297
13011,[Duplicate] Illertissen see EDMI - ED-0425 location moved out-of-the way,Not Specified,New Zealand,\N,XXXX,89.5,0.0001
13077,Anderson Municipal Darlington Field,ANDERSON,United States,AID,KAID,40.10860061649999,-85.6129989624
13127,Lathan Strip,Mocksville,United States,\N,5NC2,34.87630081176758,-80.61920166015625
13135,Bentonville Municipal-Louise M Thaden Field,Bentonville,United States,\N,KVBT,36.34569931,-94.21929932
13142,Raton Municipal-Crews Field,Raton,United States,RTN,KRTN,36.74150085,-104.5019989
13154,Perry Lefors Field,Pampa,United States,PPA,KPPA,35.612998962402,-100.99600219727
13227,Boolgeeda,Brockman,Australia,OCM,YBGD,-22.54,117.275
13342,Doris Lake,Doris Lake,Canada,JOJ,CDL7,68.1252746582,-106.585281372
13435,Aarhus Seaplne Terminal,Aarhus,Denmark,\N,EKAC,56.151717,10.248428
13511,Vijayanagar Aerodrome (JSW),Toranagallu,India,VDY,VOJV,15.1749666667,76.6349472222
13551,Frankfort Dow Memorial Field,Frankfort,United States,\N,KFKS,44.62519836425781,-86.20079803466797
13606,North Shore Aerodrome,North Shore,New Zealand,\N,NZNE,-36.656700134277344,174.65499877929688
13642,Potomac Airpark,Berkeley Springs,United States,\N,KW35,39.69260025024414,-78.16609954833984
13648,West Melton Aerodrome,West Melton,New Zealand,\N,NZWL,-43.47669982910156,172.39700317382812
13716,Beaufort MCAS - Merritt Field,Beaufort,United States,\N,KNBC,32.4774017334,-80.723197937
13718,Aerodromo de Castelo Branco,Castelo Branco,Portugal,\N,LPCB,39.847022,-7.44111
13763,Farm Whitwater East Landing Strip,Hardap,Namibia,\N,FYGK,-24.629999,15.9392
14098,Jakkur Aerodrome,Bengaluru,India,\N,VOJK,13.07674,77.597645
